,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
1,1,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",6,2016.0,10.5,3.0,2.0,1.7320508075688772,0.6666666666666666,14,62,Central and Southern Asia
2,2,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",6,2008.0,3.0,1.0,2.0,1.0,0.3333333333333333,48,202,Sub-Saharan Africa
3,3,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",16,2014.0,6.0,3.0,2.0,1.7320508075688772,0.625,33,419,Latin America and the Caribbean
4,4,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",36,2015.0,16.0,11.5,2.0,3.390363202746577,0.9444444444444444,45,513,Europe and Northern America
5,5,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",12,2015.5,7.0,3.0,2.0,1.7320508075688772,0.5833333333333334,24,747,Northern Africa and Western Asia
7,7,'8,'8.8,8.8.1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",8,2018.0,11.5,1.0,2.0,1.0,0.25,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",85,2016.0,10.0,3.0,2.0,1.7320508075688772,0.7294117647058823,194,1,World
0,0,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",2,2016.0,9.5,2.0,2.0,1.3660254037844386,0.5,2,53,Australia and New Zealand
1,1,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",6,2017.5,10.5,3.0,2.0,1.7320508075688772,0.8333333333333334,14,62,Central and Southern Asia
2,2,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",6,2007.5,3.0,1.0,2.0,1.0,0.3333333333333333,48,202,Sub-Saharan Africa
3,3,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",16,2016.0,5.0,3.0,2.0,1.7320508075688772,0.625,33,419,Latin America and the Caribbean
4,4,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",36,2015.0,15.0,12.0,2.0,3.4641016151377544,0.9722222222222222,45,513,Europe and Northern America
5,5,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",12,2015.5,7.0,3.0,2.0,1.7320508075688772,0.5833333333333334,24,747,Northern Africa and Western Asia
7,7,'8,'8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",7,2018.0,8.0,1.0,2.0,1.0,0.2857142857142857,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,136,2017.0,3.0,1.0,0.0,,,194,1,World
0,0,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,1,2017.0,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,6,2017.0,3.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,33,2017.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,32,2017.0,3.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,40,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,6,2017.0,3.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,12,2017.0,3.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'8,'8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,6,2017.0,3.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),66,2017.0,9.0,1.0,0.0,,,194,1,World
0,0,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),2,2017.5,10.5,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),2,2014.5,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),5,2018.0,7.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),10,2017.0,9.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),31,2017.0,9.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),1,2014.0,7.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),8,2018.0,10.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'8,'8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),7,2017.0,10.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",178,2018.0,15.0,1.0,2.0,1.0,0.0,194,1,World
0,0,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",2,2018.0,15.0,1.0,2.0,1.0,0.0,2,53,Australia and New Zealand
1,1,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",13,2018.0,15.0,1.0,2.0,1.0,0.0,14,62,Central and Southern Asia
2,2,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",44,2018.0,13.5,1.0,2.0,1.0,0.0,48,202,Sub-Saharan Africa
3,3,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",32,2018.0,15.0,1.0,2.0,1.0,0.0,33,419,Latin America and the Caribbean
4,4,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",41,2018.0,15.0,1.0,2.0,1.0,0.0,45,513,Europe and Northern America
5,5,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",10,2018.0,15.0,1.0,2.0,1.0,0.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",21,2018.0,15.0,1.0,2.0,1.0,0.0,24,747,Northern Africa and Western Asia
7,7,'8,'8.10,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",15,2018.0,15.0,1.0,2.0,1.0,0.0,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",178,2018.0,15.0,1.0,2.0,1.0,0.0,194,1,World
0,0,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",2,2018.0,15.0,1.0,2.0,1.0,0.0,2,53,Australia and New Zealand
1,1,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",13,2018.0,15.0,1.0,2.0,1.0,0.0,14,62,Central and Southern Asia
2,2,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",45,2018.0,15.0,1.0,2.0,1.0,0.0,48,202,Sub-Saharan Africa
3,3,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",32,2018.0,15.0,1.0,2.0,1.0,0.0,33,419,Latin America and the Caribbean
4,4,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",41,2018.0,15.0,1.0,2.0,1.0,0.0,45,513,Europe and Northern America
5,5,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",9,2018.0,15.0,1.0,2.0,1.0,0.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",21,2018.0,15.0,1.0,2.0,1.0,0.0,24,747,Northern Africa and Western Asia
7,7,'8,'8.10,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",15,2018.0,15.0,1.0,2.0,1.0,0.0,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",155,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,194,1,World
0,0,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,2,53,Australia and New Zealand
1,1,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",13,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,14,62,Central and Southern Asia
2,2,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",41,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,48,202,Sub-Saharan Africa
3,3,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",22,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,33,419,Latin America and the Caribbean
4,4,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",40,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,45,513,Europe and Northern America
5,5,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",24,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,24,747,Northern Africa and Western Asia
7,7,'8,'8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",13,2017.0,3.0,3.0,2.0,1.7320508075688772,1.0,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",29,2017.0,13.0,1.0,0.0,,,194,1,World
0,0,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",2,2017.0,13.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,14,62,Central and Southern Asia
2,2,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,48,202,Sub-Saharan Africa
3,3,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,33,419,Latin America and the Caribbean
4,4,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",25,2017.0,13.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,24,747,Northern Africa and Western Asia
7,7,'8,'8.a,8.a.1,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",2,2017.0,12.5,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",29,2017.0,12.0,1.0,0.0,,,194,1,World
0,0,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",2,2017.0,12.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,14,62,Central and Southern Asia
2,2,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,48,202,Sub-Saharan Africa
3,3,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,33,419,Latin America and the Caribbean
4,4,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",25,2017.0,12.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",0,,,,,,,24,747,Northern Africa and Western Asia
7,7,'8,'8.a,8.a.1,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2017 United States dollars)",2,2017.0,12.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",139,2017.0,12.0,1.0,0.0,,,194,1,World
0,0,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",0,,,,,,,2,53,Australia and New Zealand
1,1,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",14,2017.0,12.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",48,2017.0,12.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",29,2017.0,12.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",8,2017.0,12.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",12,2017.0,12.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",16,2017.0,12.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'8,'8.a,8.a.1,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",12,2017.0,12.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",139,2017.0,13.0,1.0,0.0,,,194,1,World
0,0,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",0,,,,,,,2,53,Australia and New Zealand
1,1,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",14,2017.0,13.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",48,2017.0,13.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",29,2017.0,13.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",8,2017.0,13.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",12,2017.0,13.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.a,8.a.1,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",16,2017.0,13.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
