goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disabilityStatus_code,disabilityStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,F,Female,PWD,Persons without disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,6.0,,,7.3,7.1,,7.1,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,_T,Both sexes,PWD,Persons without disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,6.0,,,8.1,7.5,,7.5,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,M,Male,PD,Persons with disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,19.0,,,13.2,12.1,,12.1,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,_T,Both sexes,PD,Persons with disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,19.0,,,13.0,12.0,,12.0,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old // [2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,M,Male,PWD,Persons without disability,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,3.9,,4.0,,,,,4.0,,,[2011]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Age coverage - maximum age: None; // [2013]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - General Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,F,Female,PWD,Persons without disability,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,3.7,,3.4,,,,,3.4,,,[2011]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Age coverage - maximum age: None; // [2013]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - General Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,_T,Both sexes,PWD,Persons without disability,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,3.8,,3.7,,,,,3.7,,,[2011]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Age coverage - maximum age: None; // [2013]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - General Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,M,Male,_T,No breakdown by disability,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,3.8,,4.0,,,,,4.0,,,[2011]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Age coverage - maximum age: None; // [2013]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - General Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,F,Female,_T,No breakdown by disability,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,3.7,,3.4,,,,,3.4,,,[2011]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Age coverage - maximum age: None; // [2013]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - General Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,_T,Both sexes,_T,No breakdown by disability,"[2011, 2013]",2011,2013,2,PT,Percentage,G,Global,,,,,,,3.8,,3.7,,,,,3.7,,,[2011]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Age coverage - maximum age: None; // [2013]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - General Household Survey,,C: Country data
