n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
24	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	55 to 64 years old	Y55T64	Rural	R																																																
24	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	65 years old and over	Y_GE65	Rural	R																																																
26	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	25 to 44 years old	Y25T44	Rural	R																																																
28	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	Male	M	15 years old and over	Y_GE15	Rural	R																																																
16	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	2	3.0	Female	F	10 years old and over	Y_GE10	Urban	U																																																
16	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	2	3.0	Male	M	10 years old and over	Y_GE10	Urban	U																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Male	M	12 to 24 years old	Y12T24	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Female	F	12 to 24 years old	Y12T24	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2018	2018	1	1	3.0	Female	F	75 to 84 years old	Y75T84	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2018	2018	1	1	3.0	Female	F	85 years old and over	Y_GE85	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2018	2018	1	1	3.0	Female	F	65 to 74 years old	Y65T74	All areas	_T																																																
3	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2018	1	16	3.0	Female	F	35 to 44 years old	Y35T44	All areas	_T																																																
3	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2018	1	16	3.0	Female	F	25 to 34 years old	Y25T34	All areas	_T																																																
3	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2018	1	16	3.0	Male	M	25 to 34 years old	Y25T34	All areas	_T																																																
3	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2018	1	16	3.0	Male	M	35 to 44 years old	Y35T44	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2018	2018	1	1	3.0	Male	M	65 to 74 years old	Y65T74	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2018	2018	1	1	3.0	Male	M	75 to 84 years old	Y75T84	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2018	2018	1	1	3.0	Male	M	85 years old and over	Y_GE85	All areas	_T																																																
4	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2015	1	2	3.0	Female	F	45 to 64 years old	Y45T64	All areas	_T																																																
4	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2015	1	1	3.0	Male	M	45 to 64 years old	Y45T64	All areas	_T																																																
3	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2003	2005	1	1	3.0	Male	M	15 to 64 years old	Y15T64	All areas	_T																																																
3	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2003	2005	1	1	3.0	Female	F	15 to 64 years old	Y15T64	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Female	F	12 to 14 years old	Y12T14	Urban	U																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Female	F	12 to 14 years old	Y12T14	Rural	R																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Male	M	12 to 14 years old	Y12T14	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Male	M	12 to 14 years old	Y12T14	Urban	U																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Male	M	12 to 14 years old	Y12T14	Rural	R																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Female	F	12 to 14 years old	Y12T14	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2011	2	2	3.0	Male	M	16 years old and over	Y_GE16	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2011	2	2	3.0	Female	F	16 years old and over	Y_GE16	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2007	2007	1	1	3.0	Female	F	All age ranges or no breaks by age	_T	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2007	2007	1	1	3.0	Male	M	All age ranges or no breaks by age	_T	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2000	1	1	3.0	Male	M	45 to 64 years old	Y45T64	Rural	R																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2000	1	1	3.0	Female	F	45 to 64 years old	Y45T64	Urban	U																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2000	1	1	3.0	Male	M	45 to 64 years old	Y45T64	Urban	U																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2000	1	1	3.0	Female	F	45 to 64 years old	Y45T64	Rural	R																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2011	2	2	3.0	Female	F	20 to 64 years old	Y20T64	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2011	2	2	3.0	Male	M	20 to 64 years old	Y20T64	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2001	1	1	3.0	Female	F	20 to 24 years old	Y20T24	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2001	1	1	3.0	Male	M	20 to 24 years old	Y20T24	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2001	1	1	3.0	Male	M	20 years old and over	Y_GE20	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2001	2001	1	1	3.0	Female	F	20 years old and over	Y_GE20	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Female	F	6 years old and over	Y_GE6	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Male	M	6 years old and over	Y_GE6	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Male	M	10 to 14 years old	Y10T14	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2015	2015	1	1	3.0	Female	F	10 to 14 years old	Y10T14	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2006	2014	2	2	3.0	Female	F	5 years old and over	Y_GE5	All areas	_T																																																
1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	2006	2014	2	2	3.0	Male	M	5 years old and over	Y_GE5	All areas	_T																																																
